chunk_num,refseq_mapping,num_of_refseqs,top_node_difference,top_node_distance,top_likelyhood_full,top_likelyhood_trunc,top_likelyhood_full_on_trunc,top_likelyhood_full_on_trunc_dif,dist_divergence
051,MDDBOTU000424_full->MDDBOTU000415_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000246_full->MDDBOTU000240_trunc,856,0.0,0.12784614578969417,0.346490168741,0.201293574197,0.198299712617,0.14819045612400003,0.1426
051,MDDBOTU000655_full->MDDBOTU000635_trunc,856,1.0,0.12286675934036638,0.475481822325,0.410356688187,0.173465693245,0.30201612908000003,0.0908
051,MDDBOTU000536_full->MDDBOTU000525_trunc,856,0.0,0.0,0.987523159671,0.2734897669,0.2734897669,0.7140333927710001,0.1545
051,MDDBOTU000577_full->MDDBOTU000564_trunc,856,0.0,0.0,0.34506775379,0.290330845409,0.290330845409,0.05473690838099998,0.1366
051,MDDBOTU000574_full->MDDBOTU000561_trunc,856,0.0,0.0,0.336584389207,0.300183419498,0.300183419498,0.03640096970900003,0.1339
051,MDDBOTU000199_full->MDDBOTU000198_trunc,856,0.0,0.12784614578969417,0.462951452052,0.200467916087,0.199541064112,0.26341038794,0.1481
051,MDDBOTU000390_full->MDDBOTU000382_trunc,856,0.0,0.0,1.0,1.0,1.0,0.0,0.0
051,MDDBOTU000011_full->MDDBOTU000008_trunc,856,0.0,0.0,0.763923941366,1.0,1.0,-0.23607605863400005,0.0574
054,MDDBOTU000557_full->MDDBOTU000546_trunc,127,0.0,0.0,1.0,1.0,1.0,0.0,0.0
054,MDDBOTU000559_full->MDDBOTU000546_trunc,127,0.0,0.0,1.0,1.0,1.0,0.0,0.0
054,MDDBOTU000942_full->MDDBOTU000906_trunc,127,1.0,0.08131999364172765,1.0,0.365479127609,0.317397824803,0.682602175197,0.0438
054,MDDBOTU000951_full->MDDBOTU000915_trunc,127,1.0,0.08131999364172765,1.0,0.363401090921,0.318436925336,0.681563074664,0.0437
056,MDDBOTU000153_full->MDDBOTU000154_trunc,128,0.0,0.0,0.96878740753,0.680932756423,0.680932756423,0.28785465110700004,0.0158
056,MDDBOTU001049_full->MDDBOTU001005_trunc,128,0.0,0.0,0.702565813733,0.390213249948,0.390213249948,0.312352563785,0.0313
056,MDDBOTU000143_full->MDDBOTU000098_trunc,128,0.0,0.0,1.0,0.940604602037,0.940604602037,0.059395397962999974,0.0057
056,MDDBOTU000080_full->MDDBOTU000082_trunc,128,0.0,0.0,1.0,0.927616478898,0.927616478898,0.07238352110199997,0.0072
056,MDDBOTU000209_full->MDDBOTU000207_trunc,128,3.0,1.4498199562203575,0.587593984577,0.231430748564,0.0246583581722,0.5629356264048,0.9995
056,MDDBOTU000097_full->MDDBOTU000098_trunc,128,0.0,0.0,1.0,0.940604602037,0.940604602037,0.059395397962999974,0.0057
056,MDDBOTU000207_full->MDDBOTU000205_trunc,128,0.0,0.536276906238599,0.206637555005,0.232526516764,0.173056538623,0.033581016382000006,0.56
056,MDDBOTU000077_full->MDDBOTU000079_trunc,128,0.0,0.0,0.970071303488,0.695290687728,0.695290687728,0.27478061576,0.0152
056,MDDBOTU000234_full->MDDBOTU000229_trunc,128,0.0,0.0,1.0,0.68591180079,0.68591180079,0.31408819921,0.0149
056,MDDBOTU001635_full->MDDBOTU001564_trunc,128,0.0,0.0,1.0,0.719730997903,0.719730997903,0.280269002097,0.1015
056,MDDBOTU000463_full->MDDBOTU000452_trunc,128,0.0,0.0,0.911024804251,1.0,1.0,-0.08897519574900004,0.0095
056,MDDBOTU000980_full->MDDBOTU000943_trunc,128,0.0,0.0,1.0,1.0,1.0,0.0,0.0
056,MDDBOTU000409_full->MDDBOTU000400_trunc,128,0.0,0.0,0.770102058081,1.0,1.0,-0.22989794191900004,0.0156
056,MDDBOTU000165_full->MDDBOTU000166_trunc,128,0.0,0.0,1.0,1.0,1.0,0.0,0.0
056,MDDBOTU000459_full->MDDBOTU000449_trunc,128,0.0,0.0,0.935884518101,1.0,1.0,-0.06411548189899996,0.0072
056,MDDBOTU001454_full->MDDBOTU001389_trunc,128,2.0,0.2697161619846771,0.514633866183,1.0,,,0.1522
056,MDDBOTU000069_full->MDDBOTU000071_trunc,128,0.0,0.0,1.0,1.0,1.0,0.0,0.0
056,MDDBOTU001045_full->MDDBOTU001001_trunc,128,0.0,0.0,0.427597970092,0.442884918605,0.442884918605,-0.015286948512999998,0.0457
056,MDDBOTU000407_full->MDDBOTU000398_trunc,128,0.0,0.0,0.736439677856,1.0,1.0,-0.26356032214400005,0.0178
056,MDDBOTU000448_full->MDDBOTU000439_trunc,128,0.0,0.0,1.0,1.0,1.0,0.0,0.0
056,MDDBOTU000969_full->MDDBOTU000933_trunc,128,0.0,0.0,0.258477185927,0.335252816224,0.335252816224,-0.07677563029700002,0.6229
059,MDDBOTU001753_full->MDDBOTU001673_trunc,421,0.0,0.0,1.0,0.594893997416,0.594893997416,0.405106002584,0.0323
059,MDDBOTU001660_full->MDDBOTU001587_trunc,421,0.0,0.0,0.92461892482,0.634188584126,0.634188584126,0.290430340694,0.0288
059,MDDBOTU001755_full->MDDBOTU001675_trunc,421,0.0,0.0,1.0,0.703120639315,0.703120639315,0.296879360685,0.0184
059,MDDBOTU001513_full->MDDBOTU001442_trunc,421,0.0,0.0,1.0,1.0,1.0,0.0,0.0
059,MDDBOTU001644_full->MDDBOTU001572_trunc,421,0.0,0.0,1.0,1.0,1.0,0.0,0.0
059,MDDBOTU001664_full->MDDBOTU001589_trunc,421,0.0,0.0,1.0,0.594912078709,0.594912078709,0.405087921291,0.0323
059,MDDBOTU001223_full->MDDBOTU001170_trunc,421,0.0,0.0,1.0,1.0,1.0,0.0,0.0
064,MDDBOTU001711_full->MDDBOTU001635_trunc,14,0.0,0.0,0.612862713469,0.89924094052,0.89924094052,-0.286378227051,0.0822
064,MDDBOTU001781_full->MDDBOTU001700_trunc,14,0.0,0.18369797453209127,0.474010891775,0.872326828923,0.0638393522642,0.4101715395108,0.1106
070,MDDBOTU001558_full->MDDBOTU001485_trunc,248,0.0,0.0,1.0,0.988281019239,0.988281019239,0.011718980760999975,0.0047
070,MDDBOTU001245_full->MDDBOTU001191_trunc,248,0.0,0.0,1.0,1.0,1.0,0.0,0.0
070,MDDBOTU001237_full->MDDBOTU001183_trunc,248,4.0,0.38506958727212826,0.351748767035,0.505492086259,0.166088526221,0.185660240814,0.2597
070,MDDBOTU001104_full->MDDBOTU001059_trunc,248,0.0,0.0,1.0,1.0,1.0,0.0,0.0
070,MDDBOTU000382_full->MDDBOTU000375_trunc,248,0.0,0.0,0.90896906515,0.970995219072,0.970995219072,-0.06202615392200006,0.0399
070,MDDBOTU000829_full->MDDBOTU000802_trunc,248,0.0,0.0,1.0,1.0,1.0,0.0,0.0
070,MDDBOTU001767_full->MDDBOTU001687_trunc,248,0.0,0.0,1.0,1.0,1.0,0.0,0.0
