sequencerun_pk,run_sra_accession,run_ncbi_trace_link,sample_name,run_ncbi_identifier,run_avg_spot_length,run_bases,run_bytes,run_megabases,run_megabytes,run_num_replicons,run_releasedate,run_releasedate_curated
MDDBSRR000035,SRR1502604,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502604,S174,pooled forest soil sample-S174,493,3149088,6763530,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000036,SRR1502605,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502605,S175,pooled forest soil sample-S175,496,4245406,9108558,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000037,SRR1502606,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502606,S176,pooled forest soil sample-S176,478,3464778,7481034,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000038,SRR1502607,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502607,S177,pooled forest soil sample-S177,479,4406259,9480605,4,9,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000039,SRR1502608,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502608,S178,pooled forest soil sample-S178,472,2643835,5753343,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000040,SRR1502388,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502388,G2743,pooled forest soil sample-G2743,460,2730167,6076483,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000041,SRR1502635,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502635,S206,pooled forest soil sample-S206,465,1604058,3618317,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000042,SRR1502634,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502634,S204,pooled forest soil sample-S204,469,1615491,3615472,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000043,SRR1502609,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502609,S179,pooled forest soil sample-S179,469,3435673,7466630,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000044,SRR1502610,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502610,S180,pooled forest soil sample-S180,473,3912109,8496408,3,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000045,SRR1502611,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502611,S181,pooled forest soil sample-S181,457,2153713,4737284,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000046,SRR1502613,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502613,S183,pooled forest soil sample-S183,449,2586757,5759419,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000047,SRR1502612,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502612,S182,pooled forest soil sample-S182,442,2205533,4932648,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000048,SRR1502615,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502615,S185,pooled forest soil sample-S185,447,3466613,7698688,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000049,SRR1502614,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502614,S184,pooled forest soil sample-S184,456,3076440,6774549,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000050,SRR1502616,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502616,S186,pooled forest soil sample-S186,463,2596883,5669478,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000051,SRR1502505,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502505,S064,pooled forest soil sample-S064,477,2229924,5011959,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000052,SRR1502506,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502506,S065,pooled forest soil sample-S065,463,2595826,5803920,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000053,SRR1502508,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502508,S067,pooled forest soil sample-S067,458,2244657,5023422,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000054,SRR1502504,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502504,S063,pooled forest soil sample-S063,481,3679928,8191853,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000055,SRR1502503,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502503,S062,pooled forest soil sample-S062,471,1878524,4197485,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000056,SRR1502507,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502507,S066,pooled forest soil sample-S066,446,3064279,6914833,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000057,SRR1502730,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502730,MURU5860_G2,fungal fruit-body sample-MURU5860_G2,457,1614318,3548350,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000058,SRR1502731,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502731,MURU5860_G4,fungal fruit-body sample-MURU5860_G4,458,1756897,3942556,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000059,SRR1502732,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502732,MURU5860_G1,fungal fruit-body sample-MURU5860_G1,457,1872208,4195251,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000060,SRR1502733,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502733,MURU5860_G3,fungal fruit-body sample-MURU5860_G3,458,1430009,3210758,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000061,SRR1502734,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502734,MURU5860_G5,fungal fruit-body sample-MURU5860_G5,459,4873270,10650865,4,10,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000062,SRR1502735,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502735,MURU5860_TBD,fungal fruit-body sample-MURU5860_TBD,457,2326072,5089851,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000063,SRR1502352,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502352,G2649,pooled forest soil sample-G2649,468,2073364,4595955,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000064,SRR1502351,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502351,G2648,pooled forest soil sample-G2648,452,2537938,5702968,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000065,SRR1502344,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502344,G2640,pooled forest soil sample-G2640,465,2565364,5732296,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000066,SRR1502345,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502345,G2641,pooled forest soil sample-G2641,446,3217888,7306918,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000067,SRR1502353,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502353,G2650,pooled forest soil sample-G2650,460,2619106,5859665,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000068,SRR1502349,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502349,G2646,pooled forest soil sample-G2646,450,3054382,6863766,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000069,SRR1502350,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502350,G2647,pooled forest soil sample-G2647,451,3849482,8670670,3,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000070,SRR1502348,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502348,G2645,pooled forest soil sample-G2645,450,2307205,5203763,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000071,SRR1502346,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502346,G2642,pooled forest soil sample-G2642,435,2295366,5240499,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000072,SRR1502347,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502347,G2643,pooled forest soil sample-G2643,455,1960114,4412604,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000073,SRR1502460,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502460,S016,pooled forest soil sample-S016,480,1724055,3858072,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000074,SRR1502461,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502461,S017,pooled forest soil sample-S017,477,3414206,7591654,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000075,SRR1502510,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502510,S069,pooled forest soil sample-S069,466,3083301,6937093,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000076,SRR1502511,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502511,S070a,pooled forest soil sample-S070a,464,3121054,6980165,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000077,SRR1502590,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502590,S160,pooled forest soil sample-S160,474,2898945,6275303,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000078,SRR1502589,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502589,S159,pooled forest soil sample-S159,484,3749665,8065872,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000079,SRR1502514,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502514,S073,pooled forest soil sample-S073,469,3525416,7843606,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000080,SRR1502551,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502551,S110,pooled forest soil sample-S110,460,3360237,7341872,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000081,SRR1502552,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502552,S111,pooled forest soil sample-S111,470,3438083,7481288,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000082,SRR1502618,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502618,S188,pooled forest soil sample-S188,476,2465747,5372173,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000083,SRR1502619,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502619,S189,pooled forest soil sample-S189,479,2145751,4677513,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000084,SRR1502548,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502548,S107,pooled forest soil sample-S107,465,4205512,9191098,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000085,SRR1502549,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502549,S108,pooled forest soil sample-S108,449,3060467,6764491,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000086,SRR1502550,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502550,S109,pooled forest soil sample-S109,441,2777808,6178091,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000087,SRR1502617,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502617,S187,pooled forest soil sample-S187,469,3151965,6822936,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000088,SRR1502544,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502544,S103,pooled forest soil sample-S103,446,2908211,6430304,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000089,SRR1502545,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502545,S104,pooled forest soil sample-S104,465,2165985,4781006,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000090,SRR1502546,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502546,S105,pooled forest soil sample-S105,448,649484,1470051,0,1,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000091,SRR1502547,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502547,S106,pooled forest soil sample-S106,447,1077449,2409397,1,2,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000092,SRR1502320,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502320,AV112,pooled forest soil sample-AV112,455,2611823,5895672,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000093,SRR1502315,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502315,AV107,pooled forest soil sample-AV107,445,2207676,5029778,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000094,SRR1502314,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502314,AV106,pooled forest soil sample-AV106,454,2364961,5334428,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000095,SRR1502330,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502330,AV122,pooled forest soil sample-AV122,436,2506344,5782020,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000096,SRR1502313,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502313,AV105,pooled forest soil sample-AV105,462,2389904,5356306,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000097,SRR1502322,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502322,AV114,pooled forest soil sample-AV114,440,2611328,5962488,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000098,SRR1502331,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502331,AV123,pooled forest soil sample-AV123,430,1041108,2404623,1,2,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000099,SRR1502332,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502332,AV124,pooled forest soil sample-AV124,434,1764946,4049765,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000100,SRR1502333,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502333,AV125,pooled forest soil sample-AV125,451,2256772,5103198,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000101,SRR1502321,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502321,AV113,pooled forest soil sample-AV113,442,2210746,5054703,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000102,SRR1502311,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502311,AV103,pooled forest soil sample-AV103,453,2805529,6327148,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000103,SRR1502319,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502319,AV111,pooled forest soil sample-AV111,448,953728,2176797,0,2,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000104,SRR1502309,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502309,AV101,pooled forest soil sample-AV101,444,1309071,2988492,1,2,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000105,SRR1502318,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502318,AV110,pooled forest soil sample-AV110,450,1869443,4243754,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000106,SRR1502310,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502310,AV102,pooled forest soil sample-AV102,447,2322279,5273797,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000107,SRR1502317,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502317,AV109,pooled forest soil sample-AV109,450,1588242,3607077,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000108,SRR1502316,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502316,AV108,pooled forest soil sample-AV108,450,1913832,4338459,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000109,SRR1502334,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502334,AV126,pooled forest soil sample-AV126,444,547571,1279791,0,1,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000110,SRR1502335,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502335,AV127,pooled forest soil sample-AV127,444,2422773,5506743,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000111,SRR1502336,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502336,AV128,pooled forest soil sample-AV128,453,1188632,2703761,1,2,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000112,SRR1502323,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502323,AV115,pooled forest soil sample-AV115,449,3050906,6833285,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000113,SRR1502324,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502324,AV116,pooled forest soil sample-AV116,444,3123152,7119619,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000114,SRR1502325,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502325,AV117,pooled forest soil sample-AV117,442,1674437,3803429,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000115,SRR1502326,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502326,AV118,pooled forest soil sample-AV118,462,5816798,12881382,5,12,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000116,SRR1502327,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502327,AV119,pooled forest soil sample-AV119,438,2710666,6189272,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000117,SRR1502328,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502328,AV120,pooled forest soil sample-AV120,453,2541624,5745532,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000118,SRR1502329,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502329,AV121,pooled forest soil sample-AV121,438,2955422,6847440,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000119,SRR1502312,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502312,AV104,pooled forest soil sample-AV104,450,2430894,5480572,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000120,SRR1502555,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502555,S114,pooled forest soil sample-S114,467,1934106,4232442,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000121,SRR1502556,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502556,S115,pooled forest soil sample-S115,473,1882178,4091603,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000122,SRR1502620,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502620,S190,pooled forest soil sample-S190,458,3163210,7093919,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000123,SRR1502621,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502621,S191,pooled forest soil sample-S191,473,3169395,7005681,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000124,SRR1502622,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502622,S192,pooled forest soil sample-S192,475,3388307,7522305,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000125,SRR1502623,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502623,S193,pooled forest soil sample-S193,486,4049746,8891852,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000126,SRR1502554,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502554,S113,pooled forest soil sample-S113,442,3366105,7543325,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000127,SRR1502225,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502225,G2541,pooled forest soil sample-G2541,474,3874442,8390185,3,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000128,SRR1502226,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502226,G2542,pooled forest soil sample-G2542,474,3411876,7400915,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000129,SRR1502227,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502227,G2543,pooled forest soil sample-G2543,477,3678489,7921839,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000130,SRR1502228,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502228,G2544,pooled forest soil sample-G2544,476,4818700,10381385,4,9,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000131,SRR1502229,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502229,G2545,pooled forest soil sample-G2545,476,3079566,6648194,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000132,SRR1502230,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502230,G2546,pooled forest soil sample-G2546,472,5217073,11303839,5,10,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000133,SRR1502231,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502231,G2547,pooled forest soil sample-G2547,470,4269789,9268596,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000134,SRR1502232,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502232,G2548,pooled forest soil sample-G2548,475,3462496,7482274,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000135,SRR1502233,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502233,G2550,pooled forest soil sample-G2550,473,3364050,7283333,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000136,SRR1502234,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502234,G2551,pooled forest soil sample-G2551,477,2960575,6388697,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000137,SRR1502235,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502235,G2552,pooled forest soil sample-G2552,468,2722306,5932084,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000138,SRR1502236,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502236,G2553,pooled forest soil sample-G2553,470,3646168,7907366,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000139,SRR1502237,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502237,G2554,pooled forest soil sample-G2554,471,3266169,7117045,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000140,SRR1502238,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502238,G2555,pooled forest soil sample-G2555,475,2862146,6196071,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000141,SRR1502239,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502239,G2556,pooled forest soil sample-G2556,465,2746382,5980673,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000142,SRR1502240,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502240,G2557,pooled forest soil sample-G2557,467,2557044,5559628,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000143,SRR1502241,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502241,G2558,pooled forest soil sample-G2558,468,3386954,7324828,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000144,SRR1502242,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502242,G2559,pooled forest soil sample-G2559,467,2733243,5951155,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000145,SRR1502243,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502243,G2560,pooled forest soil sample-G2560,468,2728612,5952819,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000146,SRR1502244,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502244,G2561,pooled forest soil sample-G2561,450,2232434,4914415,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000147,SRR1502245,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502245,G2562,pooled forest soil sample-G2562,464,2766012,6037396,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000148,SRR1502246,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502246,G2563,pooled forest soil sample-G2563,476,3185392,6872793,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000149,SRR1502247,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502247,G2564,pooled forest soil sample-G2564,467,3039876,6588461,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000150,SRR1502248,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502248,G2565,pooled forest soil sample-G2565,472,3250673,7049041,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000151,SRR1502249,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502249,G2566,pooled forest soil sample-G2566,462,2991114,6543115,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000152,SRR1502250,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502250,G2567,pooled forest soil sample-G2567,473,2725461,5930490,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000153,SRR1502251,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502251,G2568,pooled forest soil sample-G2568,468,2603612,5654220,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000154,SRR1502252,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502252,G2569,pooled forest soil sample-G2569,471,2638549,5720973,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000155,SRR1502253,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502253,G2570,pooled forest soil sample-G2570,480,2875785,6203491,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000156,SRR1502254,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502254,G2571,pooled forest soil sample-G2571,446,3417811,7671436,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000157,SRR1502255,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502255,G2573,pooled forest soil sample-G2573,467,2841343,6182241,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000158,SRR1502256,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502256,G2574,pooled forest soil sample-G2574,471,3043747,6588071,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000159,SRR1502257,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502257,G2575,pooled forest soil sample-G2575,483,2737088,5887217,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000160,SRR1502258,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502258,G2576,pooled forest soil sample-G2576,472,2871018,6213047,2,5,4,2014-07-09T00:00:00Z,2014-07-09
