sequencerun_pk,run_sra_accession,run_ncbi_trace_link,sample_name,run_ncbi_identifier,run_avg_spot_length,run_bases,run_bytes,run_megabases,run_megabytes,run_num_replicons,run_releasedate,run_releasedate_curated
MDDBSRR000285,SRR1502287,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502287,FIN034,pooled forest soil sample-FIN034,481,3297499,7125016,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000286,SRR1502288,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502288,FIN078,pooled forest soil sample-FIN078,473,2900364,6301999,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000287,SRR1502289,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502289,FIN079,pooled forest soil sample-FIN079,459,2710610,5939301,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000288,SRR1502290,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502290,FIN082,pooled forest soil sample-FIN082,457,3069735,6728996,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000289,SRR1502291,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502291,FIN083,pooled forest soil sample-FIN083,466,2991683,6497966,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000290,SRR1502292,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502292,FIN084,pooled forest soil sample-FIN084,463,3654620,7917940,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000291,SRR1502293,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502293,FIN085,pooled forest soil sample-FIN085,467,3071564,6670383,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000292,SRR1502294,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502294,FIN086,pooled forest soil sample-FIN086,469,3631611,7874745,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000293,SRR1502295,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502295,FIN088,pooled forest soil sample-FIN088,467,2948849,6379528,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000294,SRR1502296,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502296,FIN090,pooled forest soil sample-FIN090,469,2534345,5481175,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000295,SRR1502297,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502297,FIN091,pooled forest soil sample-FIN091,465,2372434,5143512,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000296,SRR1502298,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502298,FIN092,pooled forest soil sample-FIN092,468,3257597,7047766,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000297,SRR1502299,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502299,FIN094,pooled forest soil sample-FIN094,467,3424192,7451787,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000298,SRR1502300,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502300,FIN095,pooled forest soil sample-FIN095,466,3108448,6735906,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000299,SRR1502301,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502301,FIN098,pooled forest soil sample-FIN098,470,3157868,6804852,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000300,SRR1502302,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502302,FIN101,pooled forest soil sample-FIN101,461,3101123,6750684,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000301,SRR1502303,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502303,FIN102,pooled forest soil sample-FIN102,469,3436081,7429853,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000302,SRR1502304,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502304,FIN106,pooled forest soil sample-FIN106,471,3261685,7065778,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000303,SRR1502305,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502305,FIN107,pooled forest soil sample-FIN107,473,2889749,6232810,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000304,SRR1502306,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502306,FIN110,pooled forest soil sample-FIN110,468,2766793,5984860,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000305,SRR1502307,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502307,FIN111,pooled forest soil sample-FIN111,471,3070665,6628497,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000306,SRR1502308,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502308,FIN114,pooled forest soil sample-FIN114,470,3107555,6702805,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000307,SRR1502662,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502662,S234,pooled forest soil sample-S234,445,3049601,6723358,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000308,SRR1502417,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502417,G2836,pooled forest soil sample-G2836,452,2726600,6083688,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000309,SRR1502666,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502666,S238,pooled forest soil sample-S238,466,2363462,5164971,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000310,SRR1502420,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502420,G2840,pooled forest soil sample-G2840,466,2337061,5206564,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000311,SRR1502663,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502663,S235,pooled forest soil sample-S235,469,1548735,3381737,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000312,SRR1502665,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502665,S237,pooled forest soil sample-S237,459,1796229,3931113,1,3,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000313,SRR1502664,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502664,S236,pooled forest soil sample-S236,469,1410013,3094688,1,2,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000314,SRR1502561,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502561,S121,pooled forest soil sample-S121,478,3181121,6885118,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000315,SRR1502496,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502496,S055,pooled forest soil sample-S055,462,3187234,7189704,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000316,SRR1502497,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502497,S056,pooled forest soil sample-S056,467,3777759,8476598,3,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000317,SRR1502498,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502498,S057,pooled forest soil sample-S057,461,2088492,4751672,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000318,SRR1502499,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502499,S058,pooled forest soil sample-S058,477,2859861,6327245,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000319,SRR1502500,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502500,S059,pooled forest soil sample-S059,476,3447798,7637923,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000320,SRR1502501,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502501,S060,pooled forest soil sample-S060,473,2174359,4836995,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000321,SRR1502502,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502502,S061,pooled forest soil sample-S061,478,3100281,6886902,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000322,SRR1502430,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502430,G3051,pooled forest soil sample-G3051,481,3012789,6670698,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000323,SRR1502639,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502639,S210,pooled forest soil sample-S210,470,2706333,6053261,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000324,SRR1502642,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502642,S213,pooled forest soil sample-S213,476,2646029,5887625,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000325,SRR1502640,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502640,S211,pooled forest soil sample-S211,470,2224674,4962153,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000326,SRR1502641,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502641,S212,pooled forest soil sample-S212,471,3323628,7389562,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000327,SRR1502435,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502435,G3060,pooled forest soil sample-G3060,472,4509683,9957599,4,9,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000328,SRR1502644,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502644,S215,pooled forest soil sample-S215,467,1972790,4408428,1,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000329,SRR1502433,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502433,G3057,pooled forest soil sample-G3057,450,2475624,5568255,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000330,SRR1502431,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502431,G3055,pooled forest soil sample-G3055,478,3136669,6975079,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000331,SRR1502432,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502432,G3056,pooled forest soil sample-G3056,468,3042814,6826070,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000332,SRR1502434,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502434,G3059,pooled forest soil sample-G3059,449,2978769,6715121,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000333,SRR1502429,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502429,G3050,pooled forest soil sample-G3050,467,3436455,7660753,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000334,SRR1502643,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502643,S214,pooled forest soil sample-S214,456,2392942,5366877,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000335,SRR1502660,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502660,S231,pooled forest soil sample-S231,459,3020292,6641948,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000336,SRR1502661,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502661,S232,pooled forest soil sample-S232,452,2632894,5859196,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000337,SRR1502487,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502487,S043,pooled forest soil sample-S043,463,2852502,6348036,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000338,SRR1502494,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502494,S052,pooled forest soil sample-S052,467,2931872,6525233,2,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000339,SRR1502581,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502581,S141,pooled forest soil sample-S141,478,2672325,5823658,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000340,SRR1502495,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502495,S053,pooled forest soil sample-S053,476,2639897,5826905,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000341,SRR1502488,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502488,S044,pooled forest soil sample-S044,464,2443885,5447205,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000342,SRR1502563,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502563,S123,pooled forest soil sample-S123,465,3689194,8024058,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000343,SRR1502570,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502570,S130,pooled forest soil sample-S130,481,4735278,10201749,4,9,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000344,SRR1502562,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502562,S122,pooled forest soil sample-S122,466,4216925,9194957,4,8,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000345,SRR1502565,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502565,S125,pooled forest soil sample-S125,465,2041496,4435780,2,4,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000346,SRR1502566,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502566,S126,pooled forest soil sample-S126,490,3875521,8366270,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000347,SRR1502568,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502568,S128,pooled forest soil sample-S128,471,2543738,5547235,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000348,SRR1502567,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502567,S127,pooled forest soil sample-S127,478,3149372,6798413,3,6,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000349,SRR1502564,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502564,S124,pooled forest soil sample-S124,473,2815508,6120065,2,5,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000350,SRR1502569,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502569,S129,pooled forest soil sample-S129,482,3855113,8335338,3,7,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000351,SRR1502484,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502484,S040,pooled forest soil sample-S040,458,936090,2135729,0,2,4,2014-07-09T00:00:00Z,2014-07-09
MDDBSRR000352,SRR1502481,https://trace.ncbi.nlm.nih.gov/Traces/sra/?run=SRR1502481,S037,pooled forest soil sample-S037,483,3345003,7414144,3,7,4,2014-07-09T00:00:00Z,2014-07-09
